Samples    E_ads_eV    bulk_nnd_Ang    site_nnd_Ang    r_d_Ang    V_ad^2    CN    site_no    epsilon_d_eV    W_d_eV    S_d_eV    K_d_eV    W_eV    IP_eV    EA_eV    f_d    f_sp    PE    DOS_d_eV^(-1)    DOS_sp_eV^(-1)    
OH_AgAu_211_hcp-s-2    0.717    2.987    2.951    0.93    2.623    7.667    3    -3.638    1.138    2.156    15.106    4.712    8.126    1.639    9.796    1.107    2.133    0.051    0.253    
OH_AgAu_211_bridge1-s-1    0.93    2.988    2.961    0.95    2.805    8.0    2    -3.575    1.195    2.121    14.583    4.854    8.401    1.807    9.775    1.157    2.235    0.061    0.248    
OH_AgAu_211_bridge1-s-2    0.791    2.985    2.965    0.89    2.26    8.0    2    -3.847    1.079    2.273    15.66    4.427    7.576    1.304    9.824    1.038    1.93    0.042    0.223    
OH_AgAu_211_bridge1-s-3    0.938    2.988    2.948    0.95    2.805    8.0    2    -3.552    1.203    2.111    14.668    4.854    8.401    1.807    9.775    1.169    2.235    0.058    0.266    
OH_AgAu_211_bridge1-s-4    1.103    2.99    2.945    1.01    3.35    8.0    2    -3.281    1.318    1.959    13.591    5.28    9.226    2.309    9.726    1.288    2.54    0.076    0.292    
OH_AgAu_211_top-s-1    1.201    2.985    2.958    0.89    2.26    7.0    1    -3.808    1.008    2.246    15.982    4.427    7.576    1.304    9.839    0.983    1.93    0.038    0.225    
OH_AgAu_211_bridge1-t-1    1.239    2.99    2.968    1.01    3.35    9.5    2    -3.404    1.398    1.966    12.688    5.28    9.226    2.309    9.705    1.353    2.54    0.085    0.263    
OH_AgAu_211_bridge1-t-2    1.061    2.988    2.971    0.95    2.805    9.5    2    -3.675    1.283    2.118    13.765    4.854    8.401    1.807    9.754    1.233    2.235    0.066    0.237    
OH_AgAu_211_bridge1-t-3    0.924    2.985    2.982    0.89    2.26    9.5    2    -3.901    1.178    2.351    15.467    4.427    7.576    1.304    9.796    1.115    1.93    0.048    0.215    
OH_AgAu_211_bridge1-t-4    1.067    2.988    2.979    0.95    2.805    9.5    2    -3.629    1.294    2.2    14.39    4.854    8.401    1.807    9.747    1.235    2.235    0.067    0.24    
OH_AgAu_211_bridge2-t-1    0.982    2.988    2.968    0.95    2.805    9.0    2    -3.614    1.266    2.148    14.261    4.854    8.401    1.807    9.76    1.212    2.235    0.065    0.246    
OH_AgAu_211_bridge2-t-2    0.973    2.988    2.968    0.95    2.805    9.0    2    -3.614    1.266    2.148    14.261    4.854    8.401    1.807    9.76    1.212    2.235    0.065    0.246    
OH_AgAu_211_hcp-t-2    0.979    2.987    2.976    0.93    2.623    9.333    3    -3.715    1.246    2.233    14.706    4.712    8.126    1.639    9.768    1.187    2.133    0.06    0.233    
OH_AgPd_211_bridge3-s-1    0.681    2.902    2.887    0.915    2.52    8.5    2    -2.441    1.215    1.939    13.08    4.819    7.957    0.933    9.634    0.862    2.065    0.278    0.18    
OH_AgPd_211_bridge3-s-2    0.727    2.902    2.872    0.915    2.52    8.5    2    -2.376    1.204    1.598    11.249    4.819    7.957    0.933    9.657    0.875    2.065    0.272    0.166    
OH_AgPd_211_bridge2-s-1    0.451    2.902    2.866    0.915    2.52    7.0    2    -2.343    1.118    1.815    13.473    4.819    7.957    0.933    9.672    0.795    2.065    0.262    0.193    
OH_AgPd_211_bridge2-s-2    0.442    2.902    2.866    0.915    2.52    7.0    2    -2.343    1.118    1.815    13.473    4.819    7.957    0.933    9.672    0.795    2.065    0.262    0.193    
OH_AgPd_211_fcc-s-1    0.691    2.929    2.884    0.907    2.433    8.333    3    -2.785    1.159    2.089    12.993    4.688    7.83    1.057    9.711    0.887    2.02    0.233    0.173    
OH_AgPd_211_hcp-s-2    0.584    2.874    2.866    0.923    2.607    7.667    3    -2.026    1.214    1.576    12.415    4.949    8.083    0.809    9.584    0.803    2.11    0.379    0.179    
OH_AgPd_211_bridge1-s-1    0.748    2.902    2.878    0.915    2.52    8.0    2    -2.423    1.19    1.941    13.275    4.819    7.957    0.933    9.641    0.842    2.065    0.326    0.176    
OH_AgPd_211_bridge1-s-2    0.91    2.985    2.893    0.89    2.26    8.0    2    -3.482    1.036    2.585    14.34    4.427    7.576    1.304    9.862    0.921    1.93    0.043    0.184    
OH_AgPd_211_bridge1-s-3    0.766    2.902    2.867    0.915    2.52    8.0    2    -2.369    1.179    1.616    11.562    4.819    7.957    0.933    9.66    0.851    2.065    0.268    0.177    
OH_AgPd_211_bridge1-s-4    0.598    2.819    2.853    0.94    2.78    8.0    2    -1.31    1.332    0.973    10.497    5.21    8.337    0.562    9.439    0.772    2.2    0.55    0.169    
OH_AgPd_211_top-s-1    1.217    2.985    2.892    0.89    2.26    7.0    1    -3.456    0.976    2.784    16.251    4.427    7.576    1.304    9.873    0.865    1.93    0.037    0.2    
OH_AgPd_211_top-s-2    0.77    2.819    2.84    0.94    2.78    7.0    1    -1.231    1.261    0.847    10.695    5.21    8.337    0.562    9.47    0.726    2.2    0.486    0.186    
OH_AgPd_211_bridge1-t-1    0.723    2.819    2.873    0.94    2.78    9.5    2    -1.408    1.429    1.097    10.104    5.21    8.337    0.562    9.401    0.839    2.2    0.566    0.156    
OH_AgPd_211_bridge1-t-4    0.926    2.902    2.885    0.915    2.52    9.5    2    -2.456    1.276    1.724    11.051    4.819    7.957    0.933    9.627    0.921    2.065    0.336    0.149    
OH_AgPd_211_bridge2-t-1    0.72    2.902    2.879    0.915    2.52    9.0    2    -2.449    1.25    1.742    11.364    4.819    7.957    0.933    9.629    0.898    2.065    0.331    0.16    
OH_AgPd_211_bridge2-t-2    0.877    2.902    2.879    0.915    2.52    9.0    2    -2.449    1.25    1.742    11.364    4.819    7.957    0.933    9.629    0.898    2.065    0.331    0.16    
OH_AgPd_211_top-t-1    0.92    2.819    2.865    0.94    2.78    9.0    1    -1.39    1.404    1.099    10.299    5.21    8.337    0.562    9.409    0.818    2.2    0.614    0.152    
OH_AgPd_211_top-t-2    1.339    2.985    2.894    0.89    2.26    9.0    1    -3.508    1.097    2.385    12.429    4.427    7.576    1.304    9.85    0.977    1.93    0.049    0.168    
OH_Au_211_bridge3-s    1.011    2.99    2.967    1.01    3.35    8.5    2    -3.223    1.395    1.453    9.599    5.28    9.226    2.309    9.714    1.257    2.54    0.088    0.237    
OH_Au_211_bridge2-s    0.742    2.99    2.936    1.01    3.35    7.0    2    -3.127    1.323    1.431    10.044    5.28    9.226    2.309    9.732    1.2    2.54    0.079    0.26    
OH_Au_211_fcc-s    1.168    2.99    2.967    1.01    3.35    8.333    3    -3.182    1.396    1.458    9.76    5.28    9.226    2.309    9.734    1.254    2.54    0.091    0.242    
OH_Au_211_bridge1-s    1.161    2.99    2.959    1.01    3.35    8.0    2    -3.168    1.377    1.451    9.828    5.28    9.226    2.309    9.734    1.24    2.54    0.088    0.247    
OH_Au_211_top-s    1.185    2.99    2.936    1.01    3.35    7.0    1    -3.127    1.323    1.43    10.044    5.28    9.226    2.309    9.736    1.201    2.54    0.079    0.26    
OH_Au_211_bridge2-t    1.217    2.99    2.982    1.01    3.35    9.0    2    -3.21    1.432    1.472    9.618    5.28    9.226    2.309    9.733    1.281    2.54    0.097    0.233    
OH_Au_211_bridge1-t    1.341    2.99    2.99    1.01    3.35    9.5    2    -3.264    1.449    1.473    9.383    5.28    9.226    2.309    9.72    1.297    2.54    0.098    0.223    
OH_Au_211_fcc-t    1.444    2.99    2.993    1.01    3.35    9.667    3    -3.283    1.455    1.473    9.308    5.28    9.226    2.309    9.715    1.303    2.54    0.098    0.22    
OH_Au_211_top-t    1.397    2.99    2.982    1.01    3.35    9.0    1    -3.21    1.433    1.474    9.625    5.28    9.226    2.309    9.726    1.281    2.54    0.097    0.233    
OH_Cu_211_bridge3-s    0.181    2.603    2.577    0.67    1.0    8.5    2    -2.372    1.044    1.709    14.199    4.719    7.726    1.236    9.719    1.209    1.9    0.097    0.244    
OH_Cu_211_bridge2-s    -0.286    2.603    2.556    0.67    1.0    7.0    2    -2.282    0.955    1.452    13.621    4.719    7.726    1.236    9.722    1.129    1.9    0.09    0.264    
OH_Cu_211_fcc-s    0.08    2.603    2.573    0.67    1.0    8.333    3    -2.355    1.063    1.935    15.964    4.719    7.726    1.236    9.692    1.202    1.9    0.1    0.247    
OH_Cu_211_bridge1-s    0.17    2.603    2.569    0.67    1.0    8.0    2    -2.337    1.036    1.813    15.368    4.719    7.726    1.236    9.703    1.184    1.9    0.098    0.252    
OH_Cu_211_top-s    0.305    2.603    2.556    0.67    1.0    7.0    1    -2.283    0.955    1.454    13.628    4.719    7.726    1.236    9.717    1.129    1.9    0.09    0.264    
OH_Cu_211_bridge2-t    0.28    2.603    2.581    0.67    1.0    9.0    2    -2.391    1.117    2.175    17.132    4.719    7.726    1.236    9.68    1.239    1.9    0.105    0.239    
OH_Cu_211_bridge1-t    0.379    2.603    2.59    0.67    1.0    9.5    2    -2.427    1.125    2.071    15.952    4.719    7.726    1.236    9.695    1.264    1.9    0.104    0.231    
OH_Cu_211_fcc-t    0.426    2.603    2.593    0.67    1.0    9.667    3    -2.439    1.127    2.038    15.569    4.719    7.726    1.236    9.697    1.272    1.9    0.104    0.229    
OH_Cu_211_hcp-t    0.305    2.603    2.587    0.67    1.0    9.333    3    -2.415    1.122    2.107    16.356    4.719    7.726    1.236    9.687    1.255    1.9    0.105    0.234    
OH_Cu_211_top-t    0.64    2.603    2.581    0.67    1.0    9.0    1    -2.39    1.117    2.175    17.144    4.719    7.726    1.236    9.681    1.238    1.9    0.105    0.239    
OH_Ag@Cu_211_bridge3-s-2    0.169    2.603    2.575    0.67    1.0    8.5    2    -2.394    1.056    1.596    13.849    4.719    7.726    1.236    9.764    1.23    1.9    0.097    0.257    
OH_Ag@Cu_211_bridge2-s-1    -0.014    2.794    2.757    0.78    1.63    8.0    2    -3.229    1.054    2.287    16.613    4.573    7.651    1.27    9.791    1.03    1.915    0.066    0.274    
OH_Ag@Cu_211_bridge2-s-2    -0.235    2.603    2.552    0.67    1.0    7.0    2    -2.316    0.977    1.235    12.981    4.719    7.726    1.236    9.796    1.173    1.9    0.089    0.29    
OH_Ag@Cu_211_fcc-s-2    0.094    2.603    2.576    0.67    1.0    8.333    3    -2.375    1.035    1.481    13.354    4.719    7.726    1.236    9.756    1.219    1.9    0.099    0.262    
OH_Ag@Cu_211_bridge1-s-1    0.401    2.794    2.668    0.78    1.63    8.0    2    -3.27    1.076    2.295    15.97    4.573    7.651    1.27    9.752    1.067    1.915    0.074    0.256    
OH_Ag@Cu_211_bridge1-s-2    0.11    2.603    2.578    0.67    1.0    8.0    2    -2.358    0.999    1.243    12.338    4.719    7.726    1.236    9.758    1.211    1.9    0.096    0.271    
OH_Ag@Cu_211_bridge1-s-3    0.196    2.603    2.563    0.67    1.0    8.0    2    -2.364    1.043    1.596    14.183    4.719    7.726    1.236    9.774    1.204    1.9    0.097    0.266    
OH_Ag@Cu_211_top-s-1    0.939    2.985    2.95    0.89    2.26    9.0    1    -4.141    1.131    3.339    20.245    4.427    7.576    1.304    9.785    0.887    1.93    0.043    0.259    
OH_Ag@Cu_211_top-s-2    -0.016    2.603    2.552    0.67    1.0    7.0    1    -2.316    0.977    1.235    12.981    4.719    7.726    1.236    9.796    1.173    1.9    0.089    0.29    
OH_Ag@Cu_211_bridge1-t-1    0.356    2.603    2.602    0.67    1.0    9.5    2    -2.444    1.082    1.56    13.114    4.719    7.726    1.236    9.733    1.284    1.9    0.104    0.241    
OH_Ag@Cu_211_bridge1-t-2    0.367    2.603    2.6    0.67    1.0    9.5    2    -2.436    1.078    1.604    13.206    4.719    7.726    1.236    9.725    1.267    1.9    0.105    0.238    
OH_Ag@Cu_211_bridge1-t-3    0.385    2.603    2.585    0.67    1.0    9.5    2    -2.442    1.122    1.956    15.051    4.719    7.726    1.236    9.742    1.261    1.9    0.106    0.233    
OH_Ag@Cu_211_bridge2-t-1    0.158    2.603    2.603    0.67    1.0    9.0    2    -2.399    1.02    1.251    11.696    4.719    7.726    1.236    9.719    1.248    1.9    0.104    0.253    
OH_Ag@Cu_211_bridge2-t-2    0.284    2.603    2.588    0.67    1.0    9.0    2    -2.405    1.064    1.604    13.541    4.719    7.726    1.236    9.735    1.242    1.9    0.105    0.248    
OH_Ag@Cu_211_fcc-t-2    0.441    2.603    2.589    0.67    1.0    9.667    3    -2.452    1.126    1.956    14.94    4.719    7.726    1.236    9.739    1.269    1.9    0.106    0.23    
OH_Ag@Cu_211_hcp-t-2    0.317    2.603    2.591    0.67    1.0    9.333    3    -2.427    1.088    1.721    13.933    4.719    7.726    1.236    9.734    1.257    1.9    0.105    0.24    
OH_Ag@Cu_211_top-t-2    0.651    2.603    2.573    0.67    1.0    9.0    1    -2.411    1.108    1.956    15.386    4.719    7.726    1.236    9.752    1.236    1.9    0.106    0.243    
OH_Ir_211_bridge3-s    0.189    2.753    2.727    1.08    4.45    8.5    2    -1.848    2.58    0.707    4.787    5.489    9.121    1.564    7.754    1.273    2.2    1.437    0.178    
OH_Ir_211_bridge2-s    -0.496    2.753    2.699    1.08    4.45    7.0    2    -1.706    2.442    0.66    4.932    5.489    9.121    1.564    7.8    1.214    2.2    1.538    0.258    
OH_Ir_211_fcc-s    0.657    2.753    2.709    1.08    4.45    8.333    3    -1.919    2.605    0.689    4.572    5.489    9.121    1.564    7.721    1.278    2.2    1.354    0.167    
OH_Ir_211_bridge1-s    0.356    2.753    2.707    1.08    4.45    8.0    2    -1.868    2.558    0.667    4.598    5.489    9.121    1.564    7.742    1.262    2.2    1.401    0.19    
OH_Ir_211_top-s    -0.126    2.753    2.699    1.08    4.45    7.0    1    -1.703    2.45    0.68    5.016    5.489    9.121    1.564    7.799    1.214    2.2    1.537    0.258    
OH_Ir_211_bridge2-t    0.562    2.753    2.715    1.08    4.45    9.0    2    -2.027    2.683    0.694    4.35    5.489    9.121    1.564    7.682    1.31    2.2    1.263    0.122    
OH_Ir_211_bridge1-t    0.724    2.753    2.735    1.08    4.45    9.5    2    -2.007    2.705    0.734    4.539    5.489    9.121    1.564    7.695    1.32    2.2    1.299    0.11    
OH_Ir_211_hcp-t    1.147    2.753    2.728    1.08    4.45    9.333    3    -2.013    2.697    0.721    4.475    5.489    9.121    1.564    7.69    1.316    2.2    1.287    0.114    
OH_Ir_211_top-t    0.506    2.753    2.715    1.08    4.45    9.0    1    -2.027    2.683    0.694    4.35    5.489    9.121    1.564    7.68    1.31    2.2    1.263    0.122    
OH_Pd@Ir_211_bridge3-s-1    0.465    2.786    2.769    1.01    3.615    8.5    2    -2.044    2.161    0.663    5.349    5.35    8.729    1.063    8.458    1.072    2.2    1.035    0.14    
OH_Pd@Ir_211_bridge3-s-2    0.155    2.753    2.723    1.08    4.45    8.5    2    -1.863    2.581    0.738    4.898    5.489    9.121    1.564    7.743    1.265    2.2    1.479    0.182    
OH_Pd@Ir_211_bridge2-s-1    -0.326    2.786    2.742    1.01    3.615    7.0    2    -1.915    2.013    0.628    5.531    5.35    8.729    1.063    8.502    1.017    2.2    1.179    0.218    
OH_Pd@Ir_211_bridge2-s-2    -0.467    2.753    2.692    1.08    4.45    7.0    2    -1.717    2.428    0.704    5.109    5.489    9.121    1.564    7.798    1.203    2.2    1.659    0.262    
OH_Pd@Ir_211_fcc-s-2    0.58    2.753    2.708    1.08    4.45    8.333    3    -1.881    2.611    0.765    4.967    5.489    9.121    1.564    7.715    1.264    2.2    1.446    0.175    
OH_Pd@Ir_211_bridge1-s-2    0.234    2.753    2.709    1.08    4.45    8.0    2    -1.828    2.519    0.704    4.827    5.489    9.121    1.564    7.745    1.248    2.2    1.516    0.202    
OH_Pd@Ir_211_bridge1-s-3    0.367    2.753    2.7    1.08    4.45    8.0    2    -1.851    2.611    0.796    5.179    5.489    9.121    1.564    7.727    1.25    2.2    1.483    0.191    
OH_Pd@Ir_211_top-s-1    0.801    2.819    2.792    0.94    2.78    7.0    1    -2.114    1.598    0.552    5.952    5.21    8.337    0.562    9.205    0.831    2.2    0.699    0.173    
OH_Pd@Ir_211_top-s-2    -0.189    2.753    2.692    1.08    4.45    7.0    1    -1.717    2.428    0.704    5.109    5.489    9.121    1.564    7.798    1.203    2.2    1.659    0.262    
OH_Pd@Ir_211_bridge1-t-1    0.646    2.753    2.735    1.08    4.45    9.5    2    -1.956    2.667    0.739    4.645    5.489    9.121    1.564    7.7    1.302    2.2    1.372    0.125    
OH_Pd@Ir_211_bridge1-t-2    0.712    2.753    2.739    1.08    4.45    9.5    2    -1.975    2.671    0.738    4.615    5.489    9.121    1.564    7.689    1.31    2.2    1.336    0.122    
OH_Pd@Ir_211_bridge1-t-3    0.726    2.753    2.731    1.08    4.45    9.5    2    -1.998    2.763    0.83    4.967    5.489    9.121    1.564    7.672    1.312    2.2    1.303    0.111    
OH_Pd@Ir_211_bridge2-t-1    0.351    2.753    2.725    1.08    4.45    9.0    2    -1.939    2.61    0.703    4.544    5.489    9.121    1.564    7.691    1.293    2.2    1.372    0.142    
OH_Pd@Ir_211_bridge2-t-2    0.478    2.753    2.717    1.08    4.45    9.0    2    -1.963    2.702    0.795    4.896    5.489    9.121    1.564    7.673    1.294    2.2    1.339    0.131    
OH_Pd@Ir_211_hcp-t-2    1.105    2.753    2.729    1.08    4.45    9.333    3    -1.978    2.712    0.788    4.826    5.489    9.121    1.564    7.678    1.305    2.2    1.326    0.121    
OH_Pd@Ir_211_top-t-1    0.391    2.753    2.725    1.08    4.45    9.0    1    -1.939    2.61    0.703    4.544    5.489    9.121    1.564    7.691    1.293    2.2    1.372    0.142    
OH_Pd@Ir_211_top-t-2    0.509    2.753    2.708    1.08    4.45    9.0    1    -1.986    2.793    0.887    5.248    5.489    9.121    1.564    7.656    1.296    2.2    1.307    0.12    
